1.jpg	Highbush blueberry (Vaccinium corymbosum), ripe berry showing 5-pointed crown	Rob Hille	CC BY-SA 3.0	https://commons.wikimedia.org/wiki/File:Vaccinium_corymbosum_RH.jpg
2.jpg	Highbush blueberry (Vaccinium corymbosum), berry cluster on leafy branch	Aw58	CC BY-SA 4.0	https://commons.wikimedia.org/wiki/File:Bor%C3%B3wka_ameryka%C5%84ska_-_2023.08.02.jpg
3.jpg	Highbush blueberry (Vaccinium corymbosum), whole shrub	Chris Light	CC BY-SA 4.0	https://commons.wikimedia.org/wiki/File:Blueberry_9782.jpg
