1.jpg	Rhus typhina (staghorn sumac) - red upright berry cones	Katya from Moscow, Russia	CC BY-SA 2.0	https://commons.wikimedia.org/wiki/File:%D0%A1%D1%83%D0%BC%D0%B0%D1%85_%D0%BE%D0%BB%D0%B5%D0%BD%D0%B5%D1%80%D0%BE%D0%B3%D0%B8%D0%B9_(%D0%A1%D1%83%D0%BC%D0%B0%D1%85_%D0%BF%D1%83%D1%88%D0%B8%D1%81%D1%82%D1%8B%D0%B9,_%D0%A3%D0%BA%D1%81%D1%83%D1%81%D0%BD%D0%BE%D0%B5_%D0%B4%D0%B5%D1%80%D0%B5%D0%B2%D0%BE)_-_Rhus_typhina_-_Staghorn_sumac_-_%D0%92%D0%BB%D0%B0%D0%BA%D0%BD%D0%B5%D1%81%D1%82_%D1%88%D0%BC%D0%B0%D0%BA_-_Essigbaum_(23408707041).jpg
2.jpg	Rhus typhina (staghorn sumac) - velvety branch + compound leaves	Famartin	CC BY-SA 4.0	https://commons.wikimedia.org/wiki/File:2014-08-26_15_42_56_Staghorn_Sumac_showing_early_fall_coloration_along_the_Appalachian_Trail_about_3.8_miles_northeast_of_the_Delaware_Water_Gap_in_Worthington_State_Forest,_New_Jersey.JPG
3.jpg	Toxicodendron vernix (poison sumac) - foliage/red rachis; no white-berry photo on Commons	James H. Miller & Ted Bodner, Southern Weed Science Society, Bugwood.org	CC BY 3.0	https://commons.wikimedia.org/wiki/File:Toxicodendron_vernix_1120444.jpg
