1.jpg	Common (lesser) burdock (Arctium minus), whole plant with large leaves	NY State IPM Program at Cornell University	CC BY 2.0	https://commons.wikimedia.org/wiki/File:Arctium_minus_-_whole_plant_(18737727492).jpg
2.jpg	Common burdock (Arctium minus), hooked spiny burs	Isidre blanc	CC BY-SA 4.0	https://commons.wikimedia.org/wiki/File:ARCTIUM_MINUS_-_SANT_JUST_-_IB-232_(Repalassa).JPG
3.jpg	Common burdock (Arctium minus), developing spiny burs	NY State IPM Program at Cornell University	CC BY 2.0	https://commons.wikimedia.org/wiki/File:Arctium_minus_-_flower_(18556457179).jpg
